datetime;date;login;platform;platform_name;publisher_name;rtype;mime;print_identifier;online_identifier;title_id;doi;publication_title;publication_date;unitid;domain;on_campus;log_id;ezpaarse_version;ezpaarse_date;middlewares_version;middlewares_date;platforms_version;platforms_date;middlewares;title;type;subject;geoip-country;geoip-latitude;geoip-longitude;host;identd;url;status;size
2023-10-05T06:01:50+02:00;2023-10-05;9b3bab1f90373dbc90331a34b4902e31af8d1262;europresse;Europresse;CEDROM-SNi;ARTICLE;PDF;;;;;;;pdf·20231005·NIC_P·12;nouveau.europresse.com;N;1240599e4787725ec6846dda2cb3709b2f6da952;3.9.2;2023-09-25;1df4e1f;2023-07-26;70ae7649;2023-09-22;filter, parser, deduplicator, istex, crossref, sudoc, hal, enhancer, geolocalizer, cut, on-campus-counter, qualifier, anonymizer;;;;FR;42.7028;9.45;2ccd9324357c4fa424ea27f681ac53383b8dc3a9;;https://nouveau.europresse.com:443/Pdf/ImageList?docName=pdf%C2%B720231005%C2%B7NIC_P%C2%B712;200;1243
2023-10-05T06:01:51+02:00;2023-10-05;9b3bab1f90373dbc90331a34b4902e31af8d1262;europresse;Europresse;CEDROM-SNi;ARTICLE;PDF;;;;;;;pdf·20231005·NIC_P·13;nouveau.europresse.com;N;370f48c92410e4c2d9557268f57b3b99e8310402;3.9.2;2023-09-25;1df4e1f;2023-07-26;70ae7649;2023-09-22;filter, parser, deduplicator, istex, crossref, sudoc, hal, enhancer, geolocalizer, cut, on-campus-counter, qualifier, anonymizer;;;;FR;42.7028;9.45;2ccd9324357c4fa424ea27f681ac53383b8dc3a9;;https://nouveau.europresse.com:443/Pdf/ImageList?docName=pdf%C2%B720231005%C2%B7NIC_P%C2%B713;200;1243
2023-10-05T06:02:49+02:00;2023-10-05;9b3bab1f90373dbc90331a34b4902e31af8d1262;europresse;Europresse;CEDROM-SNi;ARTICLE;PDF;;;;;;;pdf·20231005·NIC_P·14;nouveau.europresse.com;N;ed80a949cfa5c9903fccd3c3c865daf1a1679425;3.9.2;2023-09-25;1df4e1f;2023-07-26;70ae7649;2023-09-22;filter, parser, deduplicator, istex, crossref, sudoc, hal, enhancer, geolocalizer, cut, on-campus-counter, qualifier, anonymizer;;;;FR;42.7028;9.45;2ccd9324357c4fa424ea27f681ac53383b8dc3a9;;https://nouveau.europresse.com:443/Pdf/ImageList?docName=pdf%C2%B720231005%C2%B7NIC_P%C2%B714;200;1243
2023-10-05T06:03:57+02:00;2023-10-05;9b3bab1f90373dbc90331a34b4902e31af8d1262;europresse;Europresse;CEDROM-SNi;ARTICLE;PDF;;;;;;;pdf·20231005·NIC_P·15;nouveau.europresse.com;N;8d6aa2d2910cd67927cc613d657920ac4bab0bc4;3.9.2;2023-09-25;1df4e1f;2023-07-26;70ae7649;2023-09-22;filter, parser, deduplicator, istex, crossref, sudoc, hal, enhancer, geolocalizer, cut, on-campus-counter, qualifier, anonymizer;;;;FR;42.7028;9.45;2ccd9324357c4fa424ea27f681ac53383b8dc3a9;;https://nouveau.europresse.com:443/Pdf/ImageList?docName=pdf%C2%B720231005%C2%B7NIC_P%C2%B715;200;1243
2023-10-05T06:04:49+02:00;2023-10-05;9b3bab1f90373dbc90331a34b4902e31af8d1262;europresse;Europresse;CEDROM-SNi;ARTICLE;PDF;;;;;;;pdf·20231005·NIC_P·16;nouveau.europresse.com;N;1e559d0c8fc0f7667d5034429200469bfdf6d045;3.9.2;2023-09-25;1df4e1f;2023-07-26;70ae7649;2023-09-22;filter, parser, deduplicator, istex, crossref, sudoc, hal, enhancer, geolocalizer, cut, on-campus-counter, qualifier, anonymizer;;;;FR;42.7028;9.45;2ccd9324357c4fa424ea27f681ac53383b8dc3a9;;https://nouveau.europresse.com:443/Pdf/ImageList?docName=pdf%C2%B720231005%C2%B7NIC_P%C2%B716;200;1243
2023-10-05T06:04:57+02:00;2023-10-05;9b3bab1f90373dbc90331a34b4902e31af8d1262;europresse;Europresse;CEDROM-SNi;ARTICLE;PDF;;;;;;;pdf·20231005·NIC_P·32;nouveau.europresse.com;N;b1240c241d8d884913e6697abaf049bb384101ac;3.9.2;2023-09-25;1df4e1f;2023-07-26;70ae7649;2023-09-22;filter, parser, deduplicator, istex, crossref, sudoc, hal, enhancer, geolocalizer, cut, on-campus-counter, qualifier, anonymizer;;;;FR;42.7028;9.45;2ccd9324357c4fa424ea27f681ac53383b8dc3a9;;https://nouveau.europresse.com:443/Pdf/ImageList?docName=pdf%C2%B720231005%C2%B7NIC_P%C2%B732;200;1243
2023-10-05T06:05:06+02:00;2023-10-05;9b3bab1f90373dbc90331a34b4902e31af8d1262;europresse;Europresse;CEDROM-SNi;ARTICLE;PDF;;;;;;;pdf·20231005·NIC_P·25;nouveau.europresse.com;N;87091dc953dc65757831fef002f7144f97514df3;3.9.2;2023-09-25;1df4e1f;2023-07-26;70ae7649;2023-09-22;filter, parser, deduplicator, istex, crossref, sudoc, hal, enhancer, geolocalizer, cut, on-campus-counter, qualifier, anonymizer;;;;FR;42.7028;9.45;2ccd9324357c4fa424ea27f681ac53383b8dc3a9;;https://nouveau.europresse.com:443/Pdf/ImageList?docName=pdf%C2%B720231005%C2%B7NIC_P%C2%B725;200;1243
2023-10-05T06:05:12+02:00;2023-10-05;9b3bab1f90373dbc90331a34b4902e31af8d1262;europresse;Europresse;CEDROM-SNi;ARTICLE;PDF;;;;;;;pdf·20231005·NIC_P·27;nouveau.europresse.com;N;7714078fb8f72a595c72f3fd2afbba974cd1eb0a;3.9.2;2023-09-25;1df4e1f;2023-07-26;70ae7649;2023-09-22;filter, parser, deduplicator, istex, crossref, sudoc, hal, enhancer, geolocalizer, cut, on-campus-counter, qualifier, anonymizer;;;;FR;42.7028;9.45;2ccd9324357c4fa424ea27f681ac53383b8dc3a9;;https://nouveau.europresse.com:443/Pdf/ImageList?docName=pdf%C2%B720231005%C2%B7NIC_P%C2%B727;200;1243
2023-10-05T06:05:19+02:00;2023-10-05;9b3bab1f90373dbc90331a34b4902e31af8d1262;europresse;Europresse;CEDROM-SNi;ARTICLE;PDF;;;;;;;pdf·20231005·NIC_P·30;nouveau.europresse.com;N;dfc5fbb4f6bcbc7c22026e6eb7330d08dc4d9702;3.9.2;2023-09-25;1df4e1f;2023-07-26;70ae7649;2023-09-22;filter, parser, deduplicator, istex, crossref, sudoc, hal, enhancer, geolocalizer, cut, on-campus-counter, qualifier, anonymizer;;;;FR;42.7028;9.45;2ccd9324357c4fa424ea27f681ac53383b8dc3a9;;https://nouveau.europresse.com:443/Pdf/ImageList?docName=pdf%C2%B720231005%C2%B7NIC_P%C2%B730;200;1243
2023-10-05T06:05:27+02:00;2023-10-05;9b3bab1f90373dbc90331a34b4902e31af8d1262;europresse;Europresse;CEDROM-SNi;ARTICLE;PDF;;;;;;;pdf·20231005·NIC_P·23;nouveau.europresse.com;N;56ba056e7348a82a0e1bf1c0cd31d6f727b9d56f;3.9.2;2023-09-25;1df4e1f;2023-07-26;70ae7649;2023-09-22;filter, parser, deduplicator, istex, crossref, sudoc, hal, enhancer, geolocalizer, cut, on-campus-counter, qualifier, anonymizer;;;;FR;42.7028;9.45;2ccd9324357c4fa424ea27f681ac53383b8dc3a9;;https://nouveau.europresse.com:443/Pdf/ImageList?docName=pdf%C2%B720231005%C2%B7NIC_P%C2%B723;200;1243
2023-10-05T06:05:36+02:00;2023-10-05;9b3bab1f90373dbc90331a34b4902e31af8d1262;europresse;Europresse;CEDROM-SNi;ARTICLE;PDF;;;;;;;pdf·20231005·NIC_P·22;nouveau.europresse.com;N;120ccd4fea56757b515d038f9824f53dc8c5bea6;3.9.2;2023-09-25;1df4e1f;2023-07-26;70ae7649;2023-09-22;filter, parser, deduplicator, istex, crossref, sudoc, hal, enhancer, geolocalizer, cut, on-campus-counter, qualifier, anonymizer;;;;FR;42.7028;9.45;2ccd9324357c4fa424ea27f681ac53383b8dc3a9;;https://nouveau.europresse.com:443/Pdf/ImageList?docName=pdf%C2%B720231005%C2%B7NIC_P%C2%B722;200;1243
2023-10-05T06:05:45+02:00;2023-10-05;9b3bab1f90373dbc90331a34b4902e31af8d1262;europresse;Europresse;CEDROM-SNi;ARTICLE;PDF;;;;;;;pdf·20231005·NIC_P·21;nouveau.europresse.com;N;a35f8f861c1d00fbb7fa10f47611092fab6b934c;3.9.2;2023-09-25;1df4e1f;2023-07-26;70ae7649;2023-09-22;filter, parser, deduplicator, istex, crossref, sudoc, hal, enhancer, geolocalizer, cut, on-campus-counter, qualifier, anonymizer;;;;FR;42.7028;9.45;2ccd9324357c4fa424ea27f681ac53383b8dc3a9;;https://nouveau.europresse.com:443/Pdf/ImageList?docName=pdf%C2%B720231005%C2%B7NIC_P%C2%B721;200;1243
2023-10-05T06:05:54+02:00;2023-10-05;9b3bab1f90373dbc90331a34b4902e31af8d1262;europresse;Europresse;CEDROM-SNi;ARTICLE;PDF;;;;;;;pdf·20231005·NIC_P·20;nouveau.europresse.com;N;c3483aa8c82e2d6062b25799d3f3a98232524dbe;3.9.2;2023-09-25;1df4e1f;2023-07-26;70ae7649;2023-09-22;filter, parser, deduplicator, istex, crossref, sudoc, hal, enhancer, geolocalizer, cut, on-campus-counter, qualifier, anonymizer;;;;FR;42.7028;9.45;2ccd9324357c4fa424ea27f681ac53383b8dc3a9;;https://nouveau.europresse.com:443/Pdf/ImageList?docName=pdf%C2%B720231005%C2%B7NIC_P%C2%B720;200;1243
2023-10-05T07:30:45+02:00;2023-10-05;ea04c50da26930d53c096b14123a34e757f0ba23;europresse;Europresse;CEDROM-SNi;SEARCH;HTML;;;;;;;;nouveau.europresse.com;N;e4dfcec3f903d34413010572ed9f795bc90b3d6c;3.9.2;2023-09-25;1df4e1f;2023-07-26;70ae7649;2023-09-22;filter, parser, deduplicator, istex, crossref, sudoc, hal, enhancer, geolocalizer, cut, on-campus-counter, qualifier, anonymizer;;;;FR;47.2709;-1.3391;14a4bd7b4de8e7c028982b414e05c3fa4b5cdced;;https://nouveau.europresse.com:443/Search/ResultMobile;200;83495
2023-10-05T07:30:56+02:00;2023-10-05;88ce960cbecdd3d177f2ef116f6337f9f8744432;europresse;Europresse;CEDROM-SNi;ARTICLE;PDF;;;;;;;pdf·20231005·NIC_P·1;nouveau.europresse.com;N;23170d1573a5869d5094d497e4eb3716503006b5;3.9.2;2023-09-25;1df4e1f;2023-07-26;70ae7649;2023-09-22;filter, parser, deduplicator, istex, crossref, sudoc, hal, enhancer, geolocalizer, cut, on-campus-counter, qualifier, anonymizer;;;;FR;43.9124;5.2009;7e0bf416fcd545feebd6cf5f1db8888d7c7118f0;;https://nouveau.europresse.com:443/Pdf/ImageList?docName=pdf%C2%B720231005%C2%B7NIC_P%C2%B71;200;1243
