datetime;date;login;platform;platform_name;publisher_name;rtype;mime;print_identifier;online_identifier;title_id;doi;publication_title;publication_date;unitid;domain;on_campus;log_id;ezpaarse_version;ezpaarse_date;middlewares_version;middlewares_date;platforms_version;platforms_date;middlewares;title;type;subject;geoip-country;geoip-latitude;geoip-longitude;host;identd;url;status;size
2023-11-02T05:43:02+01:00;2023-11-02;10a43305a7a212b59c7d3debd3da51e90c49693b;europresse;Europresse;CEDROM-SNi;ARTICLE;PDF;;;;;;;pdf·20231102·NIC_P·1;nouveau.europresse.com;N;85e373b74d690f68f70b2fe4a3394576d61bc4ae;3.9.2;2023-09-25;1df4e1f;2023-07-26;70ae7649;2023-09-22;filter, parser, deduplicator, istex, crossref, sudoc, hal, enhancer, geolocalizer, cut, on-campus-counter, qualifier, anonymizer;;;;FR;43.9124;5.2009;66340f5fd84620811707911180201217e5c9de81;;https://nouveau.europresse.com:443/Pdf/ImageList?docName=pdf%C2%B720231102%C2%B7NIC_P%C2%B71;200;1243
2023-11-02T05:43:32+01:00;2023-11-02;10a43305a7a212b59c7d3debd3da51e90c49693b;europresse;Europresse;CEDROM-SNi;ARTICLE;PDF;;;;;;;pdf·20231102·NIC_P·2;nouveau.europresse.com;N;21277f363da57e7b32474c31a962078450427a96;3.9.2;2023-09-25;1df4e1f;2023-07-26;70ae7649;2023-09-22;filter, parser, deduplicator, istex, crossref, sudoc, hal, enhancer, geolocalizer, cut, on-campus-counter, qualifier, anonymizer;;;;FR;43.9124;5.2009;66340f5fd84620811707911180201217e5c9de81;;https://nouveau.europresse.com:443/Pdf/ImageList?docName=pdf%C2%B720231102%C2%B7NIC_P%C2%B72;200;1243
2023-11-02T05:43:56+01:00;2023-11-02;10a43305a7a212b59c7d3debd3da51e90c49693b;europresse;Europresse;CEDROM-SNi;ARTICLE;PDF;;;;;;;pdf·20231102·NIC_P·3;nouveau.europresse.com;N;e41ce1579ba578205e0ac59ea21cbf1714247807;3.9.2;2023-09-25;1df4e1f;2023-07-26;70ae7649;2023-09-22;filter, parser, deduplicator, istex, crossref, sudoc, hal, enhancer, geolocalizer, cut, on-campus-counter, qualifier, anonymizer;;;;FR;43.9124;5.2009;66340f5fd84620811707911180201217e5c9de81;;https://nouveau.europresse.com:443/Pdf/ImageList?docName=pdf%C2%B720231102%C2%B7NIC_P%C2%B73;200;1243
2023-11-02T05:44:09+01:00;2023-11-02;10a43305a7a212b59c7d3debd3da51e90c49693b;europresse;Europresse;CEDROM-SNi;ARTICLE;PDF;;;;;;;pdf·20231102·NIC_P·4;nouveau.europresse.com;N;241c10422f2863d72988010f4cd5f2393a85a025;3.9.2;2023-09-25;1df4e1f;2023-07-26;70ae7649;2023-09-22;filter, parser, deduplicator, istex, crossref, sudoc, hal, enhancer, geolocalizer, cut, on-campus-counter, qualifier, anonymizer;;;;FR;43.9124;5.2009;66340f5fd84620811707911180201217e5c9de81;;https://nouveau.europresse.com:443/Pdf/ImageList?docName=pdf%C2%B720231102%C2%B7NIC_P%C2%B74;200;1242
2023-11-02T05:44:51+01:00;2023-11-02;10a43305a7a212b59c7d3debd3da51e90c49693b;europresse;Europresse;CEDROM-SNi;ARTICLE;PDF;;;;;;;pdf·20231102·NIC_P·5;nouveau.europresse.com;N;b59258587d2d71baf9ef6e21410774218bfe6561;3.9.2;2023-09-25;1df4e1f;2023-07-26;70ae7649;2023-09-22;filter, parser, deduplicator, istex, crossref, sudoc, hal, enhancer, geolocalizer, cut, on-campus-counter, qualifier, anonymizer;;;;FR;43.9124;5.2009;66340f5fd84620811707911180201217e5c9de81;;https://nouveau.europresse.com:443/Pdf/ImageList?docName=pdf%C2%B720231102%C2%B7NIC_P%C2%B75;200;1243
2023-11-02T05:45:13+01:00;2023-11-02;10a43305a7a212b59c7d3debd3da51e90c49693b;europresse;Europresse;CEDROM-SNi;ARTICLE;PDF;;;;;;;pdf·20231102·NIC_P·3;nouveau.europresse.com;N;329ce4939e06f9b4823948e36e37f90c7e51b777;3.9.2;2023-09-25;1df4e1f;2023-07-26;70ae7649;2023-09-22;filter, parser, deduplicator, istex, crossref, sudoc, hal, enhancer, geolocalizer, cut, on-campus-counter, qualifier, anonymizer;;;;FR;43.9124;5.2009;66340f5fd84620811707911180201217e5c9de81;;https://nouveau.europresse.com:443/Pdf/ImageList?docName=pdf%C2%B720231102%C2%B7NIC_P%C2%B73;200;1243
2023-11-02T05:46:17+01:00;2023-11-02;10a43305a7a212b59c7d3debd3da51e90c49693b;europresse;Europresse;CEDROM-SNi;ARTICLE;PDF;;;;;;;pdf·20231102·NIC_P·4;nouveau.europresse.com;N;ba2ac566b468b99f820d76f3d441da95288bf198;3.9.2;2023-09-25;1df4e1f;2023-07-26;70ae7649;2023-09-22;filter, parser, deduplicator, istex, crossref, sudoc, hal, enhancer, geolocalizer, cut, on-campus-counter, qualifier, anonymizer;;;;FR;43.9124;5.2009;66340f5fd84620811707911180201217e5c9de81;;https://nouveau.europresse.com:443/Pdf/ImageList?docName=pdf%C2%B720231102%C2%B7NIC_P%C2%B74;200;1243
2023-11-02T05:47:04+01:00;2023-11-02;10a43305a7a212b59c7d3debd3da51e90c49693b;europresse;Europresse;CEDROM-SNi;ARTICLE;PDF;;;;;;;pdf·20231102·NIC_P·5;nouveau.europresse.com;N;fe4a213107e36de79f1124f1fabb396370c18ab7;3.9.2;2023-09-25;1df4e1f;2023-07-26;70ae7649;2023-09-22;filter, parser, deduplicator, istex, crossref, sudoc, hal, enhancer, geolocalizer, cut, on-campus-counter, qualifier, anonymizer;;;;FR;43.9124;5.2009;66340f5fd84620811707911180201217e5c9de81;;https://nouveau.europresse.com:443/Pdf/ImageList?docName=pdf%C2%B720231102%C2%B7NIC_P%C2%B75;200;1242
2023-11-02T05:48:56+01:00;2023-11-02;10a43305a7a212b59c7d3debd3da51e90c49693b;europresse;Europresse;CEDROM-SNi;ARTICLE;PDF;;;;;;;pdf·20231102·NIC_P·6;nouveau.europresse.com;N;d68bddae99a6be9e174454307b11d77727bbce1f;3.9.2;2023-09-25;1df4e1f;2023-07-26;70ae7649;2023-09-22;filter, parser, deduplicator, istex, crossref, sudoc, hal, enhancer, geolocalizer, cut, on-campus-counter, qualifier, anonymizer;;;;FR;43.9124;5.2009;66340f5fd84620811707911180201217e5c9de81;;https://nouveau.europresse.com:443/Pdf/ImageList?docName=pdf%C2%B720231102%C2%B7NIC_P%C2%B76;200;1243
2023-11-02T05:49:25+01:00;2023-11-02;10a43305a7a212b59c7d3debd3da51e90c49693b;europresse;Europresse;CEDROM-SNi;ARTICLE;PDF;;;;;;;pdf·20231102·NIC_P·7;nouveau.europresse.com;N;2737c15f6084ab31e97cbb53431dbcf563739637;3.9.2;2023-09-25;1df4e1f;2023-07-26;70ae7649;2023-09-22;filter, parser, deduplicator, istex, crossref, sudoc, hal, enhancer, geolocalizer, cut, on-campus-counter, qualifier, anonymizer;;;;FR;43.9124;5.2009;66340f5fd84620811707911180201217e5c9de81;;https://nouveau.europresse.com:443/Pdf/ImageList?docName=pdf%C2%B720231102%C2%B7NIC_P%C2%B77;200;1243
